Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP1091,Operations,21,1577147,6,57.0,86,No
EMP1092,IT,50,1553031,5,54.4,74,No
EMP1093,Operations,45,1457009,15,38.5,51,No
EMP1094,HR,46,1054679,0,57.5,67,No
EMP1095,HR,50,1712192,2,45.3,77,No
EMP1096,Marketing,52,368791,20,42.6,71,No
EMP1097,HR,41,1625779,19,56.1,81,No
EMP1098,Finance,47,1153307,8,44.6,61,No
EMP1099,Finance,40,941172,7,58.7,84,No
EMP1100,Sales,50,1688213,17,30.4,83,No
EMP1101,Marketing,37,832127,20,33.2,78,No
EMP1102,Sales,22,1264890,8,37.4,49,No
EMP1103,Operations,47,1342965,8,39.2,71,No
EMP1104,Marketing,47,1137533,3,55.3,59,No
EMP1105,Finance,26,866799,19,34.7,77,No
EMP1106,IT,51,714193,11,30.5,75,No
EMP1107,HR,26,1616337,0,30.9,100,No
EMP1108,Marketing,49,1293637,6,48.8,58,No
EMP1109,Marketing,30,720269,17,45.1,73,No
EMP1110,Finance,25,530795,9,32.5,76,No
EMP1111,Marketing,30,1729122,11,48.3,55,No
EMP1112,HR,35,526352,0,45.4,85,No
EMP1113,Operations,36,463410,12,52.4,79,No
EMP1114,Marketing,24,796294,11,39.6,80,No
EMP1115,Finance,35,1418036,17,57.2,72,No
EMP1116,Marketing,38,1534367,5,39.4,72,No
EMP1117,IT,55,1092573,17,33.4,70,No
EMP1118,Sales,53,1121853,15,41.9,51,No
EMP1119,HR,53,1719533,4,46.7,73,No
EMP1120,HR,57,1428912,13,54.0,55,No
EMP1121,Sales,32,800207,15,52.3,58,No
EMP1122,Finance,38,1218647,15,40.0,47,No
EMP1123,Operations,54,1450768,10,31.0,70,No
EMP1124,Finance,39,1667648,14,36.6,75,No
EMP1125,Operations,45,1487557,3,41.5,49,No
EMP1126,Operations,38,1098775,14,54.1,79,No
EMP1127,HR,25,634630,11,45.2,56,No
EMP1128,Finance,41,1796352,3,52.4,84,No
EMP1129,HR,24,296256,10,34.2,73,No
EMP1130,Marketing,50,1674093,18,47.5,66,No
EMP1131,HR,36,1414078,16,52.5,63,No
EMP1132,Finance,46,1317720,20,34.4,44,No
EMP1133,Operations,31,1510129,6,36.5,98,No
EMP1134,Operations,32,748261,18,57.2,76,No
EMP1135,Sales,31,311933,16,44.1,74,No
EMP1136,HR,23,1294345,7,31.9,60,No
EMP1137,Operations,28,865453,18,50.3,68,No
EMP1138,Sales,49,1740172,5,37.5,45,No
EMP1139,Sales,37,1316137,10,44.3,56,No
EMP1140,Sales,46,931745,5,44.3,51,No
EMP1141,IT,45,1197877,8,40.9,72,No
EMP1142,Marketing,42,1132984,11,55.7,53,No
EMP1143,Marketing,59,954698,13,57.3,60,No
EMP1144,IT,42,1733452,13,40.0,61,No
EMP1145,IT,38,1561484,8,40.2,49,No
EMP1146,Marketing,23,1708152,10,55.7,50,No
EMP1147,IT,33,1333827,16,46.7,78,No
EMP1148,Marketing,40,1480294,10,33.9,85,Yes
EMP1149,Sales,44,1469947,1,53.9,72,No
EMP1150,Sales,56,505576,4,35.7,47,No
EMP1151,Operations,28,1320832,20,34.0,56,No
EMP1152,HR,37,297186,14,46.0,73,No
EMP1153,Finance,47,1630391,6,47.2,87,No
EMP1154,HR,41,1177640,6,36.1,71,No
EMP1155,Marketing,59,1705218,20,41.4,77,No
EMP1156,Operations,57,780874,7,47.6,70,No
EMP1157,Finance,33,712341,20,38.3,56,No
EMP1158,HR,44,716017,13,31.0,40,No
EMP1159,HR,39,439900,15,49.6,51,No
EMP1160,IT,51,1501615,19,41.4,81,No
EMP1161,Operations,36,1659402,2,37.5,52,No
EMP1162,HR,34,342243,6,51.7,78,No
EMP1163,Operations,58,1089957,2,48.9,94,No
EMP1164,Finance,24,919969,7,40.4,76,No
EMP1165,HR,28,1357118,4,52.8,56,No
EMP1166,Finance,39,1452318,20,54.4,59,No
EMP1167,Marketing,22,1009885,10,48.3,95,Yes
EMP1168,Finance,59,1092548,20,50.7,52,No
EMP1169,HR,37,320706,5,34.0,80,No
EMP1170,Finance,50,949099,4,31.4,66,No
EMP1171,Sales,43,1781901,8,45.8,79,No
EMP1172,Sales,50,1782675,8,48.2,88,Yes
EMP1173,Sales,28,303615,6,36.6,83,No
EMP1174,Marketing,55,1604305,16,59.9,70,No
EMP1175,HR,30,1226630,19,36.2,77,No
EMP1176,HR,52,1570126,16,33.5,87,Yes
EMP1177,Marketing,46,423181,4,31.2,61,No
EMP1178,Finance,37,1282095,0,52.9,71,No
EMP1179,HR,32,1589965,8,44.7,69,No
EMP1180,Marketing,41,788027,18,51.7,84,No
EMP1181,Finance,25,989306,10,59.4,63,No
EMP1182,Operations,52,1530621,14,55.1,62,No
EMP1183,Marketing,48,1250917,13,58.8,82,No
EMP1184,HR,26,344556,11,31.7,62,No
EMP1185,Finance,44,938037,2,49.2,44,No
EMP1186,IT,36,1004419,2,34.6,55,No
EMP1187,Operations,55,435960,4,54.1,44,No
EMP1188,Marketing,45,941368,1,35.7,43,No
EMP1189,IT,47,479193,8,34.5,53,No
EMP1190,Marketing,30,1470302,8,47.1,51,No
EMP1191,Operations,21,1234419,13,32.0,100,Yes
EMP1192,HR,46,260220,13,47.5,82,No
EMP1193,HR,49,1342695,13,48.7,79,No
EMP1194,HR,59,1702098,6,51.8,36,No
EMP1195,Finance,34,589301,5,53.0,80,No
EMP1196,HR,35,434297,20,38.4,51,No
EMP1197,IT,37,1792434,2,38.7,52,No
EMP1198,Finance,35,742845,16,57.9,71,No
EMP1199,IT,48,1742036,1,50.4,75,No
EMP1200,Sales,31,1487987,17,31.7,72,No
EMP1201,HR,45,1796485,6,42.0,77,No
EMP1202,Marketing,38,1260712,14,51.3,54,No
EMP1203,HR,25,809114,19,41.5,81,No
EMP1204,IT,24,1136855,9,52.7,62,No
EMP1205,HR,40,546177,7,44.2,45,No
EMP1206,Sales,35,1121432,3,38.0,66,No
EMP1207,Operations,60,1529638,0,32.0,90,No
EMP1208,Sales,52,395523,2,53.4,70,No
EMP1209,Marketing,47,864229,11,53.1,59,No
EMP1210,IT,46,1660223,1,32.5,61,No
EMP1211,Finance,21,765708,14,37.0,77,No
EMP1212,Operations,44,427258,4,35.7,81,No
EMP1213,Operations,23,1272507,18,41.7,56,No
EMP1214,HR,29,683457,5,56.2,46,No
EMP1215,Operations,29,1711291,18,55.2,85,Yes
EMP1216,Operations,35,557002,13,36.2,83,No
EMP1217,Marketing,33,1023524,18,47.7,94,Yes
EMP1218,Marketing,47,608267,4,44.4,47,No
EMP1219,Sales,30,1548953,16,37.1,69,No
EMP1220,Finance,42,1080610,3,36.8,86,No
EMP1221,Finance,25,800730,13,40.0,73,No
EMP1222,Sales,41,326376,3,43.4,56,No
EMP1223,Operations,55,1694428,12,48.0,72,No
EMP1224,Finance,37,1734046,17,52.7,72,No
EMP1225,Finance,36,884743,1,35.5,78,No
EMP1226,HR,35,529215,0,43.0,72,No
EMP1227,HR,31,1665646,7,30.8,78,No
EMP1228,Sales,36,976539,7,41.0,52,No
EMP1229,Operations,35,1708014,7,58.9,54,No
EMP1230,HR,54,682708,16,51.9,100,Yes
EMP1231,HR,52,1256241,8,47.2,52,No
EMP1232,IT,53,1718617,19,48.3,80,No
EMP1233,Sales,31,391931,1,55.6,59,No
EMP1234,Finance,59,1794458,15,31.9,70,No
EMP1235,Finance,27,277763,2,38.6,79,No
EMP1236,IT,39,1477665,19,42.7,62,No
EMP1237,Finance,50,960205,14,54.3,48,No
EMP1238,IT,57,1257258,11,49.4,65,No
EMP1239,Operations,40,1532841,3,34.0,56,No
EMP1240,Operations,48,1791600,6,40.9,72,No
EMP1241,Operations,36,1079631,19,43.1,85,Yes
EMP1242,Sales,58,598847,5,53.6,54,No
EMP1243,Sales,31,849630,7,52.4,56,No
EMP1244,Operations,21,979277,0,42.7,74,No
EMP1245,Operations,22,1464585,15,54.4,50,No
EMP1246,Operations,39,1044762,1,49.6,37,No
EMP1247,Finance,33,792096,10,34.3,42,No
EMP1248,Sales,23,1782683,7,40.5,72,No
EMP1249,Marketing,59,1229959,6,44.0,61,No
EMP1250,HR,27,1066281,12,47.0,86,Yes
EMP1251,HR,35,561367,11,41.7,77,No
EMP1252,Sales,48,1327604,14,56.9,94,Yes
EMP1253,IT,31,1309822,6,57.7,90,No
EMP1254,IT,31,1473770,3,48.1,46,No
EMP1255,IT,28,1776601,16,56.9,61,No
EMP1256,HR,38,1069517,15,57.1,81,No
EMP1257,HR,29,290763,8,49.9,82,No
EMP1258,Operations,36,1491922,19,45.5,58,No
EMP1259,Sales,50,1444938,4,59.6,50,No
EMP1260,Marketing,60,815982,20,56.2,40,No
EMP1261,Marketing,60,1180275,5,48.9,81,No
EMP1262,HR,52,1122702,20,51.4,69,No
EMP1263,Operations,36,1684721,8,32.0,65,No
EMP1264,Finance,54,1092637,6,47.5,55,No
EMP1265,Operations,60,550130,2,30.0,90,No
EMP1266,Operations,53,302675,5,53.3,60,No
EMP1267,Marketing,54,1426392,13,51.7,56,No
EMP1268,IT,35,728613,5,47.7,82,No
EMP1269,Finance,28,920040,16,48.5,93,Yes
EMP1270,Finance,59,1152934,17,39.7,48,No
EMP1271,Operations,51,1241976,17,33.2,65,No
EMP1272,HR,25,857054,9,41.5,45,No
EMP1273,Operations,23,319915,14,31.8,57,No
EMP1274,Finance,33,1641631,7,36.6,71,No
EMP1275,Marketing,50,1241118,2,51.0,54,No
EMP1276,Sales,27,1258487,8,35.7,49,No
EMP1277,HR,28,314576,5,51.4,71,No
EMP1278,HR,42,344986,3,31.3,65,No
EMP1279,Sales,47,1710767,9,33.3,78,No
EMP1280,IT,54,609399,20,54.1,83,No
EMP1281,IT,41,1468950,17,44.0,86,Yes
EMP1282,HR,41,1636307,3,56.2,70,No
EMP1283,Operations,51,533153,3,35.0,60,No
EMP1284,Sales,57,1251986,6,41.4,66,No
EMP1285,Finance,36,321489,5,55.4,77,No
EMP1286,IT,55,1249208,12,30.4,81,No
EMP1287,Operations,35,1150880,9,33.6,66,No
EMP1288,Marketing,48,1444559,4,31.9,74,No
EMP1289,HR,53,1601713,10,56.5,67,No
EMP1290,Operations,57,1162258,18,53.6,65,No
EMP1291,Operations,23,694046,20,41.7,97,Yes
EMP1292,Marketing,54,597751,6,36.4,79,No
EMP1293,HR,36,1715132,12,47.8,54,No
EMP1294,IT,26,1265264,9,44.7,54,No
EMP1295,Marketing,27,263622,10,34.6,53,No
EMP1296,IT,54,952780,6,56.7,69,No
EMP1297,Finance,32,1773533,12,52.5,59,No
EMP1298,Marketing,28,1178622,1,30.8,63,No
EMP1299,Marketing,33,1510799,3,52.1,60,No
EMP1300,Operations,27,1544145,6,31.2,66,No
EMP1301,IT,33,380301,9,55.7,69,No
EMP1302,Finance,33,1133885,12,57.8,79,No
EMP1303,HR,57,349559,15,46.8,45,No
EMP1304,Finance,28,334889,17,39.1,50,No
EMP1305,Operations,56,1232671,14,50.4,65,No
EMP1306,Finance,43,1602835,12,43.3,81,No
EMP1307,Operations,57,1008712,2,42.3,64,No
EMP1308,IT,38,1568705,6,31.2,45,No
EMP1309,HR,27,490270,9,45.4,65,No
EMP1310,Operations,31,934636,10,54.5,75,No
EMP1311,IT,52,386798,8,38.9,75,No
EMP1312,Marketing,38,1122343,11,55.8,65,No
EMP1313,Marketing,39,699101,11,36.6,74,No
EMP1314,IT,26,936983,3,52.7,64,No
EMP1315,Marketing,49,553849,8,59.0,68,No
EMP1316,Finance,36,1470936,19,47.6,59,No
EMP1317,Operations,33,1166819,5,59.8,75,No
EMP1318,Finance,59,1733957,4,52.2,80,No
EMP1319,HR,49,1691394,19,37.6,100,Yes
EMP1320,Operations,47,437687,2,52.2,67,No
EMP1321,IT,35,1027312,11,52.6,76,No
EMP1322,Marketing,30,405730,8,38.2,83,No
EMP1323,Sales,48,537136,19,48.6,61,No
EMP1324,Marketing,21,1070154,15,41.8,83,No
EMP1325,HR,47,817811,1,44.5,83,No
EMP1326,HR,57,976907,17,55.3,80,No
EMP1327,Operations,31,252131,19,55.0,79,No
EMP1328,Marketing,42,1749307,12,52.7,71,No
EMP1329,Marketing,48,1756808,10,30.6,76,No
EMP1330,Operations,39,1367779,20,52.1,78,No
EMP1331,IT,48,381532,17,43.7,79,No
EMP1332,Finance,58,909266,5,44.0,76,No
EMP1333,HR,25,1692186,10,43.7,65,No
EMP1334,HR,27,1227185,11,54.4,65,No
EMP1335,HR,53,441995,19,57.7,69,No
EMP1336,Marketing,51,932077,5,46.3,67,No
EMP1337,HR,51,1681152,4,55.0,72,No
EMP1338,Operations,22,754767,13,55.1,65,No
EMP1339,Operations,45,573919,2,40.7,93,No
EMP1340,Sales,27,830867,12,57.8,64,No
EMP1341,Marketing,53,467491,17,35.7,45,No
EMP1342,Operations,47,1478456,19,47.3,67,No
EMP1343,Operations,32,1635797,2,32.0,57,No
EMP1344,IT,58,1760978,16,37.2,78,No
EMP1345,Sales,26,1088798,8,53.9,61,No
EMP1346,HR,24,782840,0,33.4,36,No
EMP1347,Finance,47,1642146,7,56.0,73,No
EMP1348,Sales,32,266632,5,54.3,94,No
EMP1349,Finance,34,746107,1,59.4,58,No
EMP1350,HR,33,655368,8,44.5,66,No
EMP1351,HR,25,902810,2,49.2,81,No
EMP1352,Sales,60,1603376,19,58.9,70,No
EMP1353,HR,40,1479709,13,30.1,58,No
EMP1354,Finance,33,979304,20,45.3,63,No
EMP1355,Sales,59,1323581,4,41.8,66,No
EMP1356,Marketing,34,1504274,2,58.6,100,No
EMP1357,Operations,43,829011,12,45.0,53,No
EMP1358,Marketing,49,1171505,13,43.3,60,No
EMP1359,Marketing,50,549775,2,41.8,74,No
EMP1360,Marketing,45,1701407,2,33.7,57,No
EMP1361,IT,26,447003,2,37.7,67,No
EMP1362,Operations,30,1508837,14,54.1,80,No
EMP1363,Marketing,30,1509013,13,53.1,62,No
EMP1364,Sales,47,1699998,6,40.6,87,No
EMP1365,Marketing,31,346397,13,44.0,75,No
EMP1366,Sales,33,888465,7,40.8,53,No
EMP1367,HR,23,697555,9,47.0,49,No
EMP1368,HR,60,965428,8,48.4,71,No
EMP1369,Operations,30,904346,13,51.9,77,No
EMP1370,HR,26,1230615,9,49.5,100,Yes
EMP1371,Finance,43,844458,16,42.3,77,No
EMP1372,Sales,26,583106,17,59.1,71,No
EMP1373,Sales,30,1052997,15,58.8,59,No
EMP1374,Marketing,33,801309,14,38.7,74,No
EMP1375,IT,27,632118,19,30.7,65,No
EMP1376,Sales,50,914204,3,39.0,88,No
EMP1377,HR,26,904170,16,43.6,67,No
EMP1378,Sales,54,707800,8,55.1,70,No
EMP1379,Sales,23,832300,3,39.0,80,No
EMP1380,Marketing,21,1191001,4,54.9,53,No
EMP1381,IT,22,1476359,4,55.7,92,No
EMP1382,Finance,27,707363,3,41.3,40,No
EMP1383,IT,30,798576,5,39.5,60,No
EMP1384,Operations,30,1190526,5,36.8,91,No
EMP1385,Finance,28,283317,13,30.0,26,No
EMP1386,Sales,29,1343912,8,59.2,67,No
EMP1387,IT,28,809593,16,49.1,76,No
EMP1388,HR,43,724541,8,37.5,78,No
EMP1389,HR,60,268719,11,52.1,97,Yes
EMP1390,Marketing,43,899892,3,59.9,50,No
EMP1391,IT,41,954255,19,41.4,77,No
EMP1392,HR,46,1300614,10,47.5,77,No
EMP1393,Finance,49,858226,18,36.5,39,No
EMP1394,Operations,42,456993,14,38.4,50,No
EMP1395,Sales,55,1593537,9,34.2,68,No
EMP1396,IT,22,1633384,7,46.2,60,No
EMP1397,Finance,24,340598,7,58.3,62,No
EMP1398,Operations,51,336724,10,57.5,70,No
EMP1399,Operations,58,432367,2,58.5,58,No
EMP1400,HR,40,1606916,12,34.4,75,No
EMP1401,Finance,41,945641,9,45.3,72,No
EMP1402,IT,26,380203,20,45.6,78,No
EMP1403,HR,23,346845,14,56.0,64,No
EMP1404,IT,48,674694,17,34.0,73,No
EMP1405,IT,44,1367372,4,30.3,87,No
EMP1406,Sales,26,1703923,7,37.6,40,No
EMP1407,Finance,34,618451,6,41.1,57,No
EMP1408,Marketing,49,1086454,5,48.3,64,No
EMP1409,Marketing,46,1526109,10,50.1,50,No
EMP1410,Operations,57,1586041,15,32.3,62,No
EMP1411,IT,53,790176,5,35.8,51,No
EMP1412,IT,59,1155793,16,57.0,59,No
EMP1413,Sales,22,1091349,2,56.5,59,No
EMP1414,HR,58,599221,5,32.2,90,No
EMP1415,IT,28,1348104,2,36.9,74,No
EMP1416,Marketing,31,1690160,2,45.3,95,No
EMP1417,Operations,58,1556543,6,59.6,86,No
EMP1418,Finance,55,1698813,19,32.8,93,Yes
EMP1419,IT,45,400418,2,35.8,68,No
EMP1420,Operations,43,1118986,6,56.0,70,No
EMP1421,Sales,34,849043,20,43.7,82,No
EMP1422,Sales,45,971536,1,35.8,67,No
EMP1423,IT,53,1469790,3,57.2,76,No
EMP1424,Finance,58,527622,7,43.4,46,No
EMP1425,IT,27,1258858,1,42.6,68,No
EMP1426,Sales,41,600827,0,48.6,77,No
EMP1427,Finance,48,944544,3,56.2,58,No
EMP1428,Operations,38,903241,10,41.9,83,No
EMP1429,Finance,44,491959,16,46.3,71,No
EMP1430,Operations,38,1397461,5,59.1,68,No
EMP1431,Finance,27,650875,7,57.9,94,No
EMP1432,Operations,41,525881,4,42.4,67,No
EMP1433,Operations,47,462998,2,47.5,69,No
EMP1434,Marketing,24,569484,1,31.0,81,No
EMP1435,Finance,37,1215452,12,50.1,78,No
EMP1436,Marketing,50,876993,13,36.9,63,No
EMP1437,IT,60,360818,3,34.6,54,No
EMP1438,IT,41,1031198,11,55.8,91,Yes
EMP1439,HR,43,1398663,5,54.9,54,No
EMP1440,Marketing,21,815449,12,44.3,80,No
EMP1441,Marketing,56,1644743,17,59.6,54,No
EMP1442,Sales,58,1534889,8,59.7,98,Yes
EMP1443,Sales,34,725472,4,33.8,64,No
EMP1444,Sales,56,1721286,17,37.0,68,No
EMP1445,Sales,27,385639,7,57.8,70,No
EMP1446,Operations,45,301545,5,33.6,90,No
EMP1447,Marketing,55,623301,5,52.7,63,No
EMP1448,HR,56,1338615,4,36.2,69,No
EMP1449,Sales,53,1507248,19,43.2,80,No
EMP1450,Finance,49,1246336,3,51.8,91,No
EMP1451,HR,24,1572334,2,46.4,91,No
EMP1452,HR,37,331417,12,58.3,64,No
EMP1453,Marketing,23,1434471,14,35.9,100,Yes
EMP1454,Finance,54,1756866,3,48.6,89,No
EMP1455,Sales,41,581677,4,52.9,68,No
EMP1456,Operations,41,763937,18,50.9,69,No
EMP1457,Finance,48,408325,7,42.7,53,No
EMP1458,Finance,54,1212886,8,37.0,76,No
EMP1459,HR,35,1424716,16,33.3,98,Yes
EMP1460,Marketing,58,796005,1,45.9,61,No
EMP1461,HR,25,852275,11,58.0,70,No
EMP1462,HR,37,1065058,17,54.5,83,No
EMP1463,HR,22,362387,13,49.3,68,No
EMP1464,Operations,48,1686333,19,56.1,60,No
EMP1465,Sales,32,674165,14,42.4,55,No
EMP1466,IT,30,474996,6,46.1,64,No
EMP1467,Finance,24,668979,20,56.0,47,No
EMP1468,Marketing,25,1484388,16,40.4,76,No
EMP1469,Operations,32,357308,12,41.6,80,No
EMP1470,Sales,32,289652,3,57.6,65,No
EMP1471,Finance,57,1491421,0,52.7,65,No
EMP1472,Marketing,30,1254492,10,49.5,61,No
EMP1473,Operations,42,733666,14,58.5,51,No
EMP1474,Sales,39,588624,7,40.5,92,No
EMP1475,Finance,27,483092,6,34.0,65,No
EMP1476,Sales,27,695055,18,38.9,71,No
EMP1477,Finance,22,1495870,0,42.6,79,No
EMP1478,Finance,26,835207,5,50.3,65,No
EMP1479,IT,47,1072440,18,40.8,50,No
EMP1480,Operations,56,1508638,8,31.2,100,Yes
EMP1481,Finance,42,471171,0,52.4,34,No
EMP1482,Operations,26,1699627,19,32.2,67,No
EMP1483,Finance,40,377374,8,33.1,74,No
EMP1484,Operations,47,380055,3,52.9,75,No
EMP1485,Finance,39,417391,4,58.5,65,No
EMP1486,Operations,53,380067,12,50.3,94,Yes
EMP1487,Sales,53,707505,11,54.1,43,No
EMP1488,HR,47,1098959,9,30.7,66,No
EMP1489,IT,41,1443141,8,46.0,73,No
EMP1490,Sales,22,1475191,2,58.6,74,No
EMP1491,HR,31,1586795,9,39.4,47,No
EMP1492,Marketing,31,1389430,5,35.0,71,No
EMP1493,Finance,24,1573480,12,35.6,80,No
EMP1494,Marketing,27,1469598,19,47.3,84,No
EMP1495,Finance,28,406929,1,32.2,63,No
EMP1496,HR,47,1415201,11,37.4,79,No
EMP1497,Finance,42,403467,15,54.5,90,Yes
EMP1498,HR,36,723729,17,36.4,100,Yes
EMP1499,Operations,48,346769,9,41.7,66,No
EMP1500,Sales,58,1642967,2,41.8,61,No
EMP1501,IT,54,1675856,10,47.2,77,No
EMP1502,HR,46,1336335,13,33.9,63,No
EMP1503,Operations,34,1624889,18,47.8,50,No
EMP1504,Sales,37,805559,0,41.6,76,No
EMP1505,Finance,32,1577160,12,49.8,84,No
EMP1506,Sales,48,310203,13,56.1,84,No
EMP1507,Marketing,54,1654246,16,59.9,70,No
EMP1508,IT,42,911701,9,30.0,60,No
EMP1509,HR,40,1489514,10,48.8,71,No
EMP1510,IT,51,557258,15,47.1,69,No
EMP1511,Marketing,26,1225979,6,56.3,57,No
EMP1512,IT,56,1766899,1,35.2,79,No
EMP1513,Operations,56,1622190,16,52.8,74,No
EMP1514,Marketing,39,1601566,5,39.4,52,No
EMP1515,Marketing,56,374202,20,50.3,54,No
EMP1516,Operations,23,1365887,19,34.6,75,No
EMP1517,Marketing,42,778209,16,37.1,52,No
EMP1518,Marketing,22,951712,9,45.4,80,No
EMP1519,Finance,49,1588411,19,37.7,87,Yes
EMP1520,Marketing,42,478771,12,50.0,64,No
EMP1521,HR,33,860011,20,46.1,40,No
EMP1522,Marketing,60,726154,18,35.8,69,No
EMP1523,IT,24,1536554,14,36.7,63,No
EMP1524,HR,21,1690983,14,44.5,64,No
EMP1525,Finance,37,1435393,12,38.6,85,Yes
EMP1526,IT,36,506687,7,36.1,65,No
EMP1527,Sales,55,872573,2,46.8,51,No
EMP1528,Sales,57,328224,0,45.3,64,No
EMP1529,IT,31,944758,20,59.9,62,No
EMP1530,Marketing,58,1505568,12,45.1,71,No
EMP1531,Sales,36,800211,13,40.9,69,No
EMP1532,IT,35,718661,5,51.7,62,No
EMP1533,Sales,57,1687499,13,42.1,50,No
EMP1534,Finance,25,405268,4,58.1,75,No
EMP1535,Finance,47,789788,15,37.2,56,No
EMP1536,Operations,32,826721,11,34.6,62,No
EMP1537,Sales,33,403382,2,34.6,74,No
EMP1538,Finance,32,1098355,13,40.5,52,No
EMP1539,Sales,26,931144,8,46.1,76,No
EMP1540,Operations,24,1483531,3,44.7,64,No
EMP1541,Finance,51,707911,20,44.7,84,No
EMP1542,Sales,29,278832,20,57.9,71,No
EMP1543,Operations,31,569970,9,46.9,92,Yes
EMP1544,Sales,59,952842,2,36.6,81,No
EMP1545,Finance,41,1105561,14,30.1,42,No
EMP1546,Operations,38,1652276,18,49.5,72,No
EMP1547,IT,39,1667509,6,58.7,84,No
EMP1548,IT,50,283170,13,39.2,69,No
EMP1549,Finance,25,1347893,1,36.5,76,No
EMP1550,Operations,49,1006511,14,41.4,56,No
EMP1551,Operations,48,1073871,6,37.0,52,No
EMP1552,HR,53,1687083,1,36.7,82,No
EMP1553,Marketing,57,493866,1,43.8,57,No
EMP1554,HR,51,1678774,14,41.8,78,No
EMP1555,Operations,54,1387429,0,50.3,100,No
EMP1556,IT,26,295295,13,41.7,87,Yes
EMP1557,Sales,30,893874,16,55.8,100,Yes
EMP1558,Finance,46,1558170,16,50.5,60,No
EMP1559,Operations,34,677473,18,56.1,25,No
EMP1560,Finance,23,394104,10,42.4,90,Yes
EMP1561,IT,36,1657781,20,34.9,43,No
EMP1562,HR,43,601540,15,41.6,83,No
EMP1563,IT,35,1600474,3,31.8,82,No
EMP1564,Marketing,58,631916,14,52.9,62,No
EMP1565,Sales,48,674241,15,57.0,66,No
EMP1566,Finance,50,983870,14,45.3,73,No
EMP1567,Sales,32,1240147,4,45.8,76,No
EMP1568,Marketing,47,304203,10,57.1,73,No
EMP1569,Finance,36,1411004,2,42.0,70,No
EMP1570,Sales,27,672552,11,49.1,73,No
EMP1571,HR,46,930821,5,39.9,71,No
EMP1572,Sales,34,1303066,11,49.1,65,No
EMP1573,Sales,47,1109043,17,40.3,69,No
EMP1574,Finance,39,1433880,2,33.0,53,No
EMP1575,HR,44,1584724,19,56.0,80,No
EMP1576,IT,57,1394195,10,30.7,76,No
EMP1577,Operations,35,380783,15,51.9,63,No
EMP1578,Operations,56,463242,8,48.7,73,No
EMP1579,Marketing,57,662179,9,31.1,73,No
EMP1580,Finance,24,1355024,13,45.1,62,No
EMP1581,HR,36,1663797,11,31.7,70,No
EMP1582,Operations,46,1079582,11,36.4,90,Yes
EMP1583,Marketing,30,1037991,10,59.8,72,No
EMP1584,Marketing,48,645620,1,39.2,56,No
EMP1585,Marketing,52,1551587,16,42.2,65,No
EMP1586,Finance,59,841232,5,51.2,85,No
EMP1587,Marketing,53,1048009,17,45.9,53,No
EMP1588,Finance,33,1292176,2,41.4,83,No
EMP1589,IT,47,547312,3,43.4,61,No
EMP1590,Finance,46,1456053,13,30.3,81,No
EMP1591,Marketing,28,778769,13,59.8,80,No
EMP1592,Sales,41,1155758,15,46.7,55,No
EMP1593,Finance,56,1359948,11,57.6,64,No
EMP1594,IT,54,360192,7,51.0,80,No
EMP1595,HR,56,426468,17,47.7,64,No
EMP1596,Finance,23,845212,9,38.8,85,Yes
EMP1597,Marketing,56,1402700,19,34.6,54,No
EMP1598,Finance,31,1139650,17,54.0,85,Yes
EMP1599,Operations,50,1602309,18,51.9,81,No
EMP1600,Operations,56,1656181,5,44.8,54,No
EMP1601,Finance,48,769534,15,43.0,92,Yes
EMP1602,Operations,42,1516947,11,45.6,62,No
EMP1603,Finance,24,1216133,7,33.7,70,No
EMP1604,Operations,21,1539712,11,36.4,61,No
EMP1605,Finance,22,641621,13,57.5,60,No
EMP1606,HR,44,287907,2,43.1,86,No
EMP1607,Operations,54,708264,3,42.4,93,No
EMP1608,Finance,50,617247,5,37.0,100,No
EMP1609,Marketing,25,1120926,10,59.6,66,No
EMP1610,Finance,56,1481786,20,55.7,79,No
EMP1611,IT,36,1076623,12,49.0,75,No
EMP1612,Marketing,31,909949,8,32.4,100,Yes
EMP1613,Sales,39,336794,4,52.7,87,No
EMP1614,Operations,39,853575,9,40.9,70,No
EMP1615,Marketing,30,721595,4,51.8,92,No
EMP1616,IT,36,551278,1,33.5,60,No
EMP1617,Operations,45,494556,12,46.4,98,Yes
EMP1618,HR,30,651862,17,35.8,67,No
EMP1619,Operations,59,989200,9,55.0,41,No
EMP1620,Operations,34,1424051,13,34.4,88,Yes
EMP1621,Operations,55,829812,8,41.0,87,Yes
EMP1622,IT,30,1127452,18,36.1,66,No
EMP1623,Marketing,39,1506890,2,46.2,91,No
EMP1624,Marketing,39,580895,4,43.7,67,No
EMP1625,IT,31,1544266,1,48.8,100,No
EMP1626,Sales,52,774722,15,43.6,100,Yes
EMP1627,Marketing,59,892131,19,56.1,76,No
EMP1628,Finance,49,1796832,18,59.3,74,No
EMP1629,Sales,54,900494,18,57.9,82,No
EMP1630,HR,42,1686286,14,47.4,70,No
EMP1631,Finance,51,607564,3,52.6,63,No
EMP1632,Sales,35,1312540,6,34.5,83,No
EMP1633,HR,30,332355,20,31.8,51,No
EMP1634,Marketing,24,326609,4,33.1,72,No
EMP1635,Operations,23,561476,20,49.5,85,Yes
EMP1636,Finance,44,1070057,16,34.2,67,No
